序号,原版 event,category,vibration_intensity,audio,audio_intensity,player_only,haptics.lua 行,重复定义数,源码字面引用数,原版原始逻辑/证据,目前实现的触发逻辑,正常交互保护,空间/player_only 逻辑,目前具体震动方式,保真度与限制
102,dontstarve/impacts/impact_dreadstone_armour_sharp,PLAYER,1.0,True,1.0,False,135,1,0,haptics.lua 第 135 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
103,dontstarve/impacts/impact_stone_lrg_dull,PLAYER,1.0,True,1.0,False,136,1,0,haptics.lua 第 136 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
104,dontstarve/impacts/impact_stone_lrg_sharp,PLAYER,1.0,True,1.0,False,137,1,0,haptics.lua 第 137 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
105,dontstarve/impacts/impact_stone_med_dull,PLAYER,1.0,True,1.0,False,138,1,0,haptics.lua 第 138 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
106,dontstarve/impacts/impact_stone_med_sharp,PLAYER,1.0,True,1.0,False,139,1,0,haptics.lua 第 139 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
107,dontstarve/impacts/impact_stone_object_dull,PLAYER,1.0,True,1.0,False,140,1,0,haptics.lua 第 140 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
108,dontstarve/impacts/impact_stone_object_sharp,PLAYER,1.0,True,1.0,False,141,1,0,haptics.lua 第 141 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
109,dontstarve/impacts/impact_stone_sml_dull,PLAYER,1.0,True,1.0,False,142,1,0,haptics.lua 第 142 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
110,dontstarve/impacts/impact_stone_sml_sharp,PLAYER,1.0,True,1.0,False,143,1,0,haptics.lua 第 143 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
111,dontstarve/impacts/impact_stone_wall_dull,PLAYER,1.0,True,1.0,False,144,1,1,"haptics.lua 第 144 行注册；触发证据：stategraphs/SGmoonpig.lua:229 inst.SoundEmitter:PlaySound(""dontstarve/impacts/impact_stone_wall_dull"")",客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
112,dontstarve/impacts/impact_stone_wall_sharp,PLAYER,1.0,True,1.0,False,145,1,1,"haptics.lua 第 145 行注册；触发证据：stategraphs/SGhound.lua:771 inst.SoundEmitter:PlaySound(""dontstarve/impacts/impact_stone_wall_sharp"")",客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
113,dontstarve/impacts/impact_straw_armour_dull,PLAYER,1.0,True,1.0,False,146,1,0,haptics.lua 第 146 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
114,dontstarve/impacts/impact_straw_armour_sharp,PLAYER,1.0,True,1.0,False,147,1,0,haptics.lua 第 147 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
115,dontstarve/impacts/impact_straw_wall_dull,PLAYER,1.0,True,1.0,False,148,1,0,haptics.lua 第 148 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
116,dontstarve/impacts/impact_straw_wall_sharp,PLAYER,1.0,True,1.0,False,149,1,0,haptics.lua 第 149 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
117,dontstarve/impacts/impact_tree_lrg_dull,PLAYER,1.0,True,1.0,False,150,1,0,haptics.lua 第 150 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
118,dontstarve/impacts/impact_tree_lrg_sharp,PLAYER,1.0,True,1.0,False,151,1,0,haptics.lua 第 151 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
119,dontstarve/impacts/impact_tree_med_dull,PLAYER,1.0,True,1.0,False,152,1,0,haptics.lua 第 152 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
120,dontstarve/impacts/impact_tree_med_sharp,PLAYER,1.0,True,1.0,False,153,1,0,haptics.lua 第 153 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
121,dontstarve/impacts/impact_vegetable_med_dull,PLAYER,1.0,True,1.0,False,154,1,0,haptics.lua 第 154 行注册；触发证据：当前 Lua 源码无字面引用（可能由动态变量、资源/引擎路径触发，或为保留定义）,客户端原声钩子 + 服务器回传 ATTACK 后的 client-safe CanHitTarget 等价校验与原版材质解析,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,Impact 原版 WAV RMS 包络（约 0.5 s）+ 原版材质/尺寸/利钝系数,中高：挥空被过滤；NPC 服务端隐藏护甲/AOE 特例无法由纯客户端完全获知
